surface_form,normalized_form,feature_type,feature_name,mapping_type,evidence_level
Lemon Leaf Oil,lemon leaf oil,NOTE,Lemon Leaf Oil,LEVEL_A_DIRECT,A
Lemon Meringue Pie,lemon meringue pie,NOTE,Lemon Meringue Pie,LEVEL_A_DIRECT,A
Lemon Myrtle,lemon myrtle,NOTE,Lemon Myrtle,LEVEL_A_DIRECT,A
Lemon Peel,lemon peel,NOTE,Lemon Peel,LEVEL_A_DIRECT,A
Lemon Pie,lemon pie,NOTE,Lemon Pie,LEVEL_A_DIRECT,A
Lemon Soda,lemon soda,NOTE,Lemon Soda,LEVEL_A_DIRECT,A
Lemon Tree,lemon tree,NOTE,Lemon Tree,LEVEL_A_DIRECT,A
Lemon Verbena,lemon verbena,NOTE,Lemon Verbena,LEVEL_A_DIRECT,A
Lemon Zest,lemon zest,NOTE,Lemon Zest,LEVEL_A_DIRECT,A
Lemonade,lemonade,NOTE,Lemonade,LEVEL_A_DIRECT,A
Lemongrass,lemongrass,NOTE,Lemongrass,LEVEL_A_DIRECT,A
Lesser Calamint,lesser calamint,NOTE,Lesser Calamint,LEVEL_A_DIRECT,A
Lettuce,lettuce,NOTE,Lettuce,LEVEL_A_DIRECT,A
Liatris,liatris,NOTE,Liatris,LEVEL_A_DIRECT,A
Liatrix,liatrix,NOTE,Liatrix,LEVEL_A_DIRECT,A
Lichen,lichen,NOTE,Lichen,LEVEL_A_DIRECT,A
Licorice,licorice,NOTE,Licorice,LEVEL_A_DIRECT,A
Licorice Flower,licorice flower,NOTE,Licorice Flower,LEVEL_A_DIRECT,A
Light Amber,light amber,NOTE,Light Amber,LEVEL_A_DIRECT,A
Lilac,lilac,NOTE,Lilac,LEVEL_A_DIRECT,A
Lillac,lillac,NOTE,Lillac,LEVEL_A_DIRECT,A
Lily,lily,NOTE,Lily,LEVEL_A_DIRECT,A
Lily of the Valley,lily of the valley,NOTE,Lily of the Valley,LEVEL_A_DIRECT,A
Lily Of the Valley Leaves,lily of the valley leaves,NOTE,Lily Of the Valley Leaves,LEVEL_A_DIRECT,A
Lily-of-the-Valley,lily-of-the-valley,NOTE,Lily-of-the-Valley,LEVEL_A_DIRECT,A
Lilybelle®,lilybelle®,NOTE,Lilybelle®,LEVEL_A_DIRECT,A
Lime,lime,NOTE,Lime,LEVEL_A_DIRECT,A
Lime (Linden Blossom),lime (linden blossom),NOTE,Lime (Linden Blossom),LEVEL_A_DIRECT,A
Lime (Linden) Blossom,lime (linden) blossom,NOTE,Lime (Linden) Blossom,LEVEL_A_DIRECT,A
Lime Blossom,lime blossom,NOTE,Lime Blossom,LEVEL_A_DIRECT,A
Lime peel,lime peel,NOTE,Lime peel,LEVEL_A_DIRECT,A
Limetta,limetta,NOTE,Limetta,LEVEL_A_DIRECT,A
Limewood,limewood,NOTE,Limewood,LEVEL_A_DIRECT,A
Limnophila aromatica,limnophila aromatica,NOTE,Limnophila aromatica,LEVEL_A_DIRECT,A
Limoncello,limoncello,NOTE,Limoncello,LEVEL_A_DIRECT,A
Linaloe berry,linaloe berry,NOTE,Linaloe berry,LEVEL_A_DIRECT,A
Linden Blossom,linden blossom,NOTE,Linden Blossom,LEVEL_A_DIRECT,A
Linen,linen,NOTE,Linen,LEVEL_A_DIRECT,A
Lingonberry,lingonberry,NOTE,Lingonberry,LEVEL_A_DIRECT,A
Lip gloss,lip gloss,NOTE,Lip gloss,LEVEL_A_DIRECT,A
Lipstick,lipstick,NOTE,Lipstick,LEVEL_A_DIRECT,A
Liquidambar,liquidambar,NOTE,Liquidambar,LEVEL_A_DIRECT,A
Liquor,liquor,NOTE,Liquor,LEVEL_A_DIRECT,A
Lishan Tea,lishan tea,NOTE,Lishan Tea,LEVEL_A_DIRECT,A
Litchi,litchi,NOTE,Litchi,LEVEL_A_DIRECT,A
Litchi Blossom,litchi blossom,NOTE,Litchi Blossom,LEVEL_A_DIRECT,A
Litsea Cubeba,litsea cubeba,NOTE,Litsea Cubeba,LEVEL_A_DIRECT,A
Little Doll Strawberry,little doll strawberry,NOTE,Little Doll Strawberry,LEVEL_A_DIRECT,A
Liv Tyler Rose,liv tyler rose,NOTE,Liv Tyler Rose,LEVEL_A_DIRECT,A
Loam,loam,NOTE,Loam,LEVEL_A_DIRECT,A
Loganberry,loganberry,NOTE,Loganberry,LEVEL_A_DIRECT,A
Lollipop,lollipop,NOTE,Lollipop,LEVEL_A_DIRECT,A
Longan Berries,longan berries,NOTE,Longan Berries,LEVEL_A_DIRECT,A
Longjing tea,longjing tea,NOTE,Longjing tea,LEVEL_A_DIRECT,A
Longoza,longoza,NOTE,Longoza,LEVEL_A_DIRECT,A
Lorenox,lorenox,NOTE,Lorenox,LEVEL_A_DIRECT,A
Lotus,lotus,NOTE,Lotus,LEVEL_A_DIRECT,A
Lotus Leaf,lotus leaf,NOTE,Lotus Leaf,LEVEL_A_DIRECT,A
Lotus Petals,lotus petals,NOTE,Lotus Petals,LEVEL_A_DIRECT,A
Lotus Seed,lotus seed,NOTE,Lotus Seed,LEVEL_A_DIRECT,A
Loukhoum,loukhoum,NOTE,Loukhoum,LEVEL_A_DIRECT,A
Lovage Root,lovage root,NOTE,Lovage Root,LEVEL_A_DIRECT,A
Lucuma,lucuma,NOTE,Lucuma,LEVEL_A_DIRECT,A
Lupin,lupin,NOTE,Lupin,LEVEL_A_DIRECT,A
Lychee,lychee,NOTE,Lychee,LEVEL_A_DIRECT,A
Lydia Broom,lydia broom,NOTE,Lydia Broom,LEVEL_A_DIRECT,A
Lysylang,lysylang,NOTE,Lysylang,LEVEL_A_DIRECT,A
Ma-Kwaen,ma-kwaen,NOTE,Ma-Kwaen,LEVEL_A_DIRECT,A
Macadamia,macadamia,NOTE,Macadamia,LEVEL_A_DIRECT,A
Macadamia Flower,macadamia flower,NOTE,Macadamia Flower,LEVEL_A_DIRECT,A
Macarons,macarons,NOTE,Macarons,LEVEL_A_DIRECT,A
Macchiato,macchiato,NOTE,Macchiato,LEVEL_A_DIRECT,A
Mace,mace,NOTE,Mace,LEVEL_A_DIRECT,A
Madagascar Cloves,madagascar cloves,NOTE,Madagascar Cloves,LEVEL_A_DIRECT,A
Madagascar Pepper,madagascar pepper,NOTE,Madagascar Pepper,LEVEL_A_DIRECT,A
Madagascar Sandalwood,madagascar sandalwood,NOTE,Madagascar Sandalwood,LEVEL_A_DIRECT,A
Madagascar Vanilla,madagascar vanilla,NOTE,Madagascar Vanilla,LEVEL_A_DIRECT,A
Madagascar Vetiver,madagascar vetiver,NOTE,Madagascar Vetiver,LEVEL_A_DIRECT,A
Madagascar Ylang-Ylang,madagascar ylang-ylang,NOTE,Madagascar Ylang-Ylang,LEVEL_A_DIRECT,A
Madeira,madeira,NOTE,Madeira,LEVEL_A_DIRECT,A
Madeleine,madeleine,NOTE,Madeleine,LEVEL_A_DIRECT,A
Madonna Lily,madonna lily,NOTE,Madonna Lily,LEVEL_A_DIRECT,A
Magnolan,magnolan,NOTE,Magnolan,LEVEL_A_DIRECT,A
Magnolia,magnolia,NOTE,Magnolia,LEVEL_A_DIRECT,A
Magnolia brooklynensis,magnolia brooklynensis,NOTE,Magnolia brooklynensis,LEVEL_A_DIRECT,A
Magnolia Leaf,magnolia leaf,NOTE,Magnolia Leaf,LEVEL_A_DIRECT,A
Magnolia Petals,magnolia petals,NOTE,Magnolia Petals,LEVEL_A_DIRECT,A
Mahogany,mahogany,NOTE,Mahogany,LEVEL_A_DIRECT,A
Mahoganywood,mahoganywood,NOTE,Mahoganywood,LEVEL_A_DIRECT,A
Mahonia,mahonia,NOTE,Mahonia,LEVEL_A_DIRECT,A
Mahonial,mahonial,NOTE,Mahonial,LEVEL_A_DIRECT,A
Mai Tai Cocktail,mai tai cocktail,NOTE,Mai Tai Cocktail,LEVEL_A_DIRECT,A
Malaysian Oud,malaysian oud,NOTE,Malaysian Oud,LEVEL_A_DIRECT,A
Malt,malt,NOTE,Malt,LEVEL_A_DIRECT,A
Maltol,maltol,NOTE,Maltol,LEVEL_A_DIRECT,A
Malva,malva,NOTE,Malva,LEVEL_A_DIRECT,A
Mamey,mamey,NOTE,Mamey,LEVEL_A_DIRECT,A
Mandarin,mandarin,NOTE,Mandarin,LEVEL_A_DIRECT,A
Mandarin Blossom,mandarin blossom,NOTE,Mandarin Blossom,LEVEL_A_DIRECT,A
Mandarin Leaf,mandarin leaf,NOTE,Mandarin Leaf,LEVEL_A_DIRECT,A
Mandarin Orange,mandarin orange,NOTE,Mandarin Orange,LEVEL_A_DIRECT,A
Mandarin Orange Blossom,mandarin orange blossom,NOTE,Mandarin Orange Blossom,LEVEL_A_DIRECT,A
Mandora,mandora,NOTE,Mandora,LEVEL_A_DIRECT,A
Mandrake,mandrake,NOTE,Mandrake,LEVEL_A_DIRECT,A
Mango,mango,NOTE,Mango,LEVEL_A_DIRECT,A
Mango Blossom,mango blossom,NOTE,Mango Blossom,LEVEL_A_DIRECT,A
Mango Tree,mango tree,NOTE,Mango Tree,LEVEL_A_DIRECT,A
Mangosteen,mangosteen,NOTE,Mangosteen,LEVEL_A_DIRECT,A
Mangosteen blossom,mangosteen blossom,NOTE,Mangosteen blossom,LEVEL_A_DIRECT,A
Mangrove Wood,mangrove wood,NOTE,Mangrove Wood,LEVEL_A_DIRECT,A
Maninka,maninka,NOTE,Maninka,LEVEL_A_DIRECT,A
Manuka,manuka,NOTE,Manuka,LEVEL_A_DIRECT,A
Maple,maple,NOTE,Maple,LEVEL_A_DIRECT,A
Maple syrup,maple syrup,NOTE,Maple syrup,LEVEL_A_DIRECT,A
Maqui Berry,maqui berry,NOTE,Maqui Berry,LEVEL_A_DIRECT,A
Maraschino Cherry,maraschino cherry,NOTE,Maraschino Cherry,LEVEL_A_DIRECT,A
Marble,marble,NOTE,Marble,LEVEL_A_DIRECT,A
Margarita,margarita,NOTE,Margarita,LEVEL_A_DIRECT,A
Marian Plum,marian plum,NOTE,Marian Plum,LEVEL_A_DIRECT,A
Marigold,marigold,NOTE,Marigold,LEVEL_A_DIRECT,A
marine,marine,ACCORD,marine,LEVEL_A_DIRECT,A
Marine notes,marine notes,NOTE,Marine notes,LEVEL_A_DIRECT,A
Mariposa Lily,mariposa lily,NOTE,Mariposa Lily,LEVEL_A_DIRECT,A
Marjoram,marjoram,NOTE,Marjoram,LEVEL_A_DIRECT,A
Marmalade,marmalade,NOTE,Marmalade,LEVEL_A_DIRECT,A
Marron glace,marron glace,NOTE,Marron glace,LEVEL_A_DIRECT,A
Marshamallow,marshamallow,NOTE,Marshamallow,LEVEL_A_DIRECT,A
Marshmallow,marshmallow,NOTE,Marshmallow,LEVEL_A_DIRECT,A
Martini,martini,NOTE,Martini,LEVEL_A_DIRECT,A
Marzipan,marzipan,NOTE,Marzipan,LEVEL_A_DIRECT,A
Masala Chai,masala chai,NOTE,Masala Chai,LEVEL_A_DIRECT,A
Mascarpone Cheese,mascarpone cheese,NOTE,Mascarpone Cheese,LEVEL_A_DIRECT,A
Massioa,massioa,NOTE,Massioa,LEVEL_A_DIRECT,A
Massoia,massoia,NOTE,Massoia,LEVEL_A_DIRECT,A
Massoia Wood,massoia wood,NOTE,Massoia Wood,LEVEL_A_DIRECT,A
Mastic or Lentisque,mastic or lentisque,NOTE,Mastic or Lentisque,LEVEL_A_DIRECT,A
Matcha Tea,matcha tea,NOTE,Matcha Tea,LEVEL_A_DIRECT,A
Mate,mate,NOTE,Mate,LEVEL_A_DIRECT,A
May Rose,may rose,NOTE,May Rose,LEVEL_A_DIRECT,A
Mayflower,mayflower,NOTE,Mayflower,LEVEL_A_DIRECT,A
Mayonnaise Accord,mayonnaise accord,NOTE,Mayonnaise Accord,LEVEL_A_DIRECT,A
Me bsangs,me bsangs,NOTE,Me bsangs,LEVEL_A_DIRECT,A
Meadowsweet,meadowsweet,NOTE,Meadowsweet,LEVEL_A_DIRECT,A
meat,meat,ACCORD,meat,LEVEL_A_DIRECT,A
Meat,meat,NOTE,Meat,LEVEL_A_DIRECT,A
Medlar,medlar,NOTE,Medlar,LEVEL_A_DIRECT,A
Melati,melati,NOTE,Melati,LEVEL_A_DIRECT,A
MELBATONE Melbaton,melbatone melbaton,NOTE,MELBATONE Melbaton,LEVEL_A_DIRECT,A
Melilot or Sweet Clover,melilot or sweet clover,NOTE,Melilot or Sweet Clover,LEVEL_A_DIRECT,A
Melilotus,melilotus,NOTE,Melilotus,LEVEL_A_DIRECT,A
Melissa Flower,melissa flower,NOTE,Melissa Flower,LEVEL_A_DIRECT,A
Melon,melon,NOTE,Melon,LEVEL_A_DIRECT,A
Melonal,melonal,NOTE,Melonal,LEVEL_A_DIRECT,A
Menthol,menthol,NOTE,Menthol,LEVEL_A_DIRECT,A
Meringue,meringue,NOTE,Meringue,LEVEL_A_DIRECT,A
Mesquite,mesquite,NOTE,Mesquite,LEVEL_A_DIRECT,A
Mesquite Wood,mesquite wood,NOTE,Mesquite Wood,LEVEL_A_DIRECT,A
metallic,metallic,ACCORD,metallic,LEVEL_A_DIRECT,A
Metallic notes,metallic notes,NOTE,Metallic notes,LEVEL_A_DIRECT,A
Methyl Pamplemousse,methyl pamplemousse,NOTE,Methyl Pamplemousse,LEVEL_A_DIRECT,A
Mexican chocolate,mexican chocolate,NOTE,Mexican chocolate,LEVEL_A_DIRECT,A
Mexican Vanilla,mexican vanilla,NOTE,Mexican Vanilla,LEVEL_A_DIRECT,A
Mezcal,mezcal,NOTE,Mezcal,LEVEL_A_DIRECT,A
Michelia,michelia,NOTE,Michelia,LEVEL_A_DIRECT,A
Michelia leaf,michelia leaf,NOTE,Michelia leaf,LEVEL_A_DIRECT,A
Midori,midori,NOTE,Midori,LEVEL_A_DIRECT,A
Mignonette,mignonette,NOTE,Mignonette,LEVEL_A_DIRECT,A
Milk,milk,NOTE,Milk,LEVEL_A_DIRECT,A
Milk Candy,milk candy,NOTE,Milk Candy,LEVEL_A_DIRECT,A
Milk Chocolate,milk chocolate,NOTE,Milk Chocolate,LEVEL_A_DIRECT,A
Milk Cream,milk cream,NOTE,Milk Cream,LEVEL_A_DIRECT,A
Milk Mousse,milk mousse,NOTE,Milk Mousse,LEVEL_A_DIRECT,A
Milkshake,milkshake,NOTE,Milkshake,LEVEL_A_DIRECT,A
Milkweeds,milkweeds,NOTE,Milkweeds,LEVEL_A_DIRECT,A
milky,milky,ACCORD,milky,LEVEL_A_DIRECT,A
Milky Coffee,milky coffee,NOTE,Milky Coffee,LEVEL_A_DIRECT,A
Millet,millet,NOTE,Millet,LEVEL_A_DIRECT,A
Mimosa,mimosa,NOTE,Mimosa,LEVEL_A_DIRECT,A
Mimosa absolute,mimosa absolute,NOTE,Mimosa absolute,LEVEL_A_DIRECT,A
Mimosa leaves,mimosa leaves,NOTE,Mimosa leaves,LEVEL_A_DIRECT,A
Mimosa Petals,mimosa petals,NOTE,Mimosa Petals,LEVEL_A_DIRECT,A
Mimusops elengi,mimusops elengi,NOTE,Mimusops elengi,LEVEL_A_DIRECT,A
mineral,mineral,ACCORD,mineral,LEVEL_A_DIRECT,A
Mineral notes,mineral notes,NOTE,Mineral notes,LEVEL_A_DIRECT,A
Mint,mint,NOTE,Mint,LEVEL_A_DIRECT,A
Mint Tea,mint tea,NOTE,Mint Tea,LEVEL_A_DIRECT,A
Mirabella Plum,mirabella plum,NOTE,Mirabella Plum,LEVEL_A_DIRECT,A
Mirabelle,mirabelle,NOTE,Mirabelle,LEVEL_A_DIRECT,A
Mirabelle Plum,mirabelle plum,NOTE,Mirabelle Plum,LEVEL_A_DIRECT,A
Mirabilis,mirabilis,NOTE,Mirabilis,LEVEL_A_DIRECT,A
Miracle berry,miracle berry,NOTE,Miracle berry,LEVEL_A_DIRECT,A
Mistletoe,mistletoe,NOTE,Mistletoe,LEVEL_A_DIRECT,A
Miswak,miswak,NOTE,Miswak,LEVEL_A_DIRECT,A
Mitti Attar,mitti attar,NOTE,Mitti Attar,LEVEL_A_DIRECT,A
Mocha,mocha,NOTE,Mocha,LEVEL_A_DIRECT,A
Mochi,mochi,NOTE,Mochi,LEVEL_A_DIRECT,A
Mock Orange,mock orange,NOTE,Mock Orange,LEVEL_A_DIRECT,A
Moepel accord,moepel accord,NOTE,Moepel accord,LEVEL_A_DIRECT,A
Mojito,mojito,NOTE,Mojito,LEVEL_A_DIRECT,A
Molasses,molasses,NOTE,Molasses,LEVEL_A_DIRECT,A
Monarda,monarda,NOTE,Monarda,LEVEL_A_DIRECT,A
Money,money,NOTE,Money,LEVEL_A_DIRECT,A
Monoi Oil,monoi oil,NOTE,Monoi Oil,LEVEL_A_DIRECT,A
Moon Flower,moon flower,NOTE,Moon Flower,LEVEL_A_DIRECT,A
Moonshine,moonshine,NOTE,Moonshine,LEVEL_A_DIRECT,A
Mopane,mopane,NOTE,Mopane,LEVEL_A_DIRECT,A
Moringa Blossom,moringa blossom,NOTE,Moringa Blossom,LEVEL_A_DIRECT,A
Morning Glory Flower,morning glory flower,NOTE,Morning Glory Flower,LEVEL_A_DIRECT,A
Moroccan and Indian Jasmine,moroccan and indian jasmine,NOTE,Moroccan and Indian Jasmine,LEVEL_A_DIRECT,A
Moroccan Cedar,moroccan cedar,NOTE,Moroccan Cedar,LEVEL_A_DIRECT,A
Moroccan Incense,moroccan incense,NOTE,Moroccan Incense,LEVEL_A_DIRECT,A
Moroccan Jasmine,moroccan jasmine,NOTE,Moroccan Jasmine,LEVEL_A_DIRECT,A
Moroccan Lemon,moroccan lemon,NOTE,Moroccan Lemon,LEVEL_A_DIRECT,A
Moroccan Mimosa,moroccan mimosa,NOTE,Moroccan Mimosa,LEVEL_A_DIRECT,A
Moroccan Rose,moroccan rose,NOTE,Moroccan Rose,LEVEL_A_DIRECT,A
Moscow Mule,moscow mule,NOTE,Moscow Mule,LEVEL_A_DIRECT,A
Moss,moss,NOTE,Moss,LEVEL_A_DIRECT,A
Moss flox,moss flox,NOTE,Moss flox,LEVEL_A_DIRECT,A
mossy,mossy,ACCORD,mossy,LEVEL_A_DIRECT,A
Motor Oil,motor oil,NOTE,Motor Oil,LEVEL_A_DIRECT,A
Mountain Air,mountain air,NOTE,Mountain Air,LEVEL_A_DIRECT,A
Mousse de Saxe,mousse de saxe,NOTE,Mousse de Saxe,LEVEL_A_DIRECT,A
Moxalone,moxalone,NOTE,Moxalone,LEVEL_A_DIRECT,A
Mud,mud,NOTE,Mud,LEVEL_A_DIRECT,A
Mugane,mugane,NOTE,Mugane,LEVEL_A_DIRECT,A
Mugwort,mugwort,NOTE,Mugwort,LEVEL_A_DIRECT,A
Muhuhu,muhuhu,NOTE,Muhuhu,LEVEL_A_DIRECT,A
mulberry,mulberry,NOTE,mulberry,LEVEL_A_DIRECT,A
Mulberry plant,mulberry plant,NOTE,Mulberry plant,LEVEL_A_DIRECT,A
Mulled Wine,mulled wine,NOTE,Mulled Wine,LEVEL_A_DIRECT,A
Mung Bean,mung bean,NOTE,Mung Bean,LEVEL_A_DIRECT,A
Muscenone,muscenone,NOTE,Muscenone,LEVEL_A_DIRECT,A
Muscone,muscone,NOTE,Muscone,LEVEL_A_DIRECT,A
Mushroom,mushroom,NOTE,Mushroom,LEVEL_A_DIRECT,A
Musk,musk,NOTE,Musk,LEVEL_A_DIRECT,A
Musk Mallow,musk mallow,NOTE,Musk Mallow,LEVEL_A_DIRECT,A
Musk Vodka,musk vodka,NOTE,Musk Vodka,LEVEL_A_DIRECT,A
Muskrat,muskrat,NOTE,Muskrat,LEVEL_A_DIRECT,A
musky,musky,ACCORD,musky,LEVEL_A_DIRECT,A
Mustard Seed,mustard seed,NOTE,Mustard Seed,LEVEL_A_DIRECT,A
Myrhh,myrhh,NOTE,Myrhh,LEVEL_A_DIRECT,A
Myrica,myrica,NOTE,Myrica,LEVEL_A_DIRECT,A
Myrrh,myrrh,NOTE,Myrrh,LEVEL_A_DIRECT,A
Myrrh Oil,myrrh oil,NOTE,Myrrh Oil,LEVEL_A_DIRECT,A
Myrtle,myrtle,NOTE,Myrtle,LEVEL_A_DIRECT,A
Mysore Sandalwood,mysore sandalwood,NOTE,Mysore Sandalwood,LEVEL_A_DIRECT,A
Mystikal,mystikal,NOTE,Mystikal,LEVEL_A_DIRECT,A
Nag Champa,nag champa,NOTE,Nag Champa,LEVEL_A_DIRECT,A
Nagarmotha,nagarmotha,NOTE,Nagarmotha,LEVEL_A_DIRECT,A
Nail Polish,nail polish,NOTE,Nail Polish,LEVEL_A_DIRECT,A
Nalca,nalca,NOTE,Nalca,LEVEL_A_DIRECT,A
Narcissus,narcissus,NOTE,Narcissus,LEVEL_A_DIRECT,A
Narciussus,narciussus,NOTE,Narciussus,LEVEL_A_DIRECT,A
Nard,nard,NOTE,Nard,LEVEL_A_DIRECT,A
Nard Himalayan (Jatamansi),nard himalayan (jatamansi),NOTE,Nard Himalayan (Jatamansi),LEVEL_A_DIRECT,A
Nashi Pear,nashi pear,NOTE,Nashi Pear,LEVEL_A_DIRECT,A
Nasturtium,nasturtium,NOTE,Nasturtium,LEVEL_A_DIRECT,A
Naswar,naswar,NOTE,Naswar,LEVEL_A_DIRECT,A
Natural Musk,natural musk,NOTE,Natural Musk,LEVEL_A_DIRECT,A
Natural Vanilla,natural vanilla,NOTE,Natural Vanilla,LEVEL_A_DIRECT,A
NaturalCalm™,naturalcalmtm,NOTE,NaturalCalm™,LEVEL_A_DIRECT,A
Nectar,nectar,NOTE,Nectar,LEVEL_A_DIRECT,A
Nectarine,nectarine,NOTE,Nectarine,LEVEL_A_DIRECT,A
Nectarine blossom,nectarine blossom,NOTE,Nectarine blossom,LEVEL_A_DIRECT,A
Neem,neem,NOTE,Neem,LEVEL_A_DIRECT,A
Neem tree,neem tree,NOTE,Neem tree,LEVEL_A_DIRECT,A
Negroni,negroni,NOTE,Negroni,LEVEL_A_DIRECT,A
Nemophila,nemophila,NOTE,Nemophila,LEVEL_A_DIRECT,A
Neoprene,neoprene,NOTE,Neoprene,LEVEL_A_DIRECT,A
Nerium Oleander,nerium oleander,NOTE,Nerium Oleander,LEVEL_A_DIRECT,A
Neroli,neroli,NOTE,Neroli,LEVEL_A_DIRECT,A
Neroli Essence,neroli essence,NOTE,Neroli Essence,LEVEL_A_DIRECT,A
Nettle,nettle,NOTE,Nettle,LEVEL_A_DIRECT,A
Nettle Blossom,nettle blossom,NOTE,Nettle Blossom,LEVEL_A_DIRECT,A
New Magazine,new magazine,NOTE,New Magazine,LEVEL_A_DIRECT,A
Nigella,nigella,NOTE,Nigella,LEVEL_A_DIRECT,A
Nigerian Ginger,nigerian ginger,NOTE,Nigerian Ginger,LEVEL_A_DIRECT,A
night,night,DAYPART,night,ENGLISH_CONTEXT_ALIAS,A
Night blooming Cereus,night blooming cereus,NOTE,Night blooming Cereus,LEVEL_A_DIRECT,A
Night Blooming Jasmine,night blooming jasmine,NOTE,Night Blooming Jasmine,LEVEL_A_DIRECT,A
Nom Maew,nom maew,NOTE,Nom Maew,LEVEL_A_DIRECT,A
Nootka,nootka,NOTE,Nootka,LEVEL_A_DIRECT,A
Norlimbanol™,norlimbanoltm,NOTE,Norlimbanol™,LEVEL_A_DIRECT,A
Norwegian pine,norwegian pine,NOTE,Norwegian pine,LEVEL_A_DIRECT,A
Nougat,nougat,NOTE,Nougat,LEVEL_A_DIRECT,A
Nut Grass,nut grass,NOTE,Nut Grass,LEVEL_A_DIRECT,A
Nutella,nutella,NOTE,Nutella,LEVEL_A_DIRECT,A
Nutmeg,nutmeg,NOTE,Nutmeg,LEVEL_A_DIRECT,A
Nutmeg Flower,nutmeg flower,NOTE,Nutmeg Flower,LEVEL_A_DIRECT,A
nutty,nutty,ACCORD,nutty,LEVEL_A_DIRECT,A
Nutty Notes,nutty notes,NOTE,Nutty Notes,LEVEL_A_DIRECT,A
Nympheal™,nymphealtm,NOTE,Nympheal™,LEVEL_A_DIRECT,A
Oak,oak,NOTE,Oak,LEVEL_A_DIRECT,A
Oak Leaves,oak leaves,NOTE,Oak Leaves,LEVEL_A_DIRECT,A
oak moss,oak moss,NOTE,oak moss,LEVEL_A_DIRECT,A
Oak Tree,oak tree,NOTE,Oak Tree,LEVEL_A_DIRECT,A
Oakmoss,oakmoss,NOTE,Oakmoss,LEVEL_A_DIRECT,A
Oat,oat,NOTE,Oat,LEVEL_A_DIRECT,A
Oatmilk,oatmilk,NOTE,Oatmilk,LEVEL_A_DIRECT,A
Obsidial ®,obsidial ®,NOTE,Obsidial ®,LEVEL_A_DIRECT,A
oily,oily,ACCORD,oily,LEVEL_A_DIRECT,A
Oily Notes,oily notes,NOTE,Oily Notes,LEVEL_A_DIRECT,A
Old Books,old books,NOTE,Old Books,LEVEL_A_DIRECT,A
Old Furniture,old furniture,NOTE,Old Furniture,LEVEL_A_DIRECT,A
Old House,old house,NOTE,Old House,LEVEL_A_DIRECT,A
Olibanum,olibanum,NOTE,Olibanum,LEVEL_A_DIRECT,A
Olibanum (Frankincense),olibanum (frankincense),NOTE,Olibanum (Frankincense),LEVEL_A_DIRECT,A
Olibanum Sacra Resin Green,olibanum sacra resin green,NOTE,Olibanum Sacra Resin Green,LEVEL_A_DIRECT,A
Olive,olive,NOTE,Olive,LEVEL_A_DIRECT,A
Olive Blossom,olive blossom,NOTE,Olive Blossom,LEVEL_A_DIRECT,A
Olive flower,olive flower,NOTE,Olive flower,LEVEL_A_DIRECT,A
Olive Leaf,olive leaf,NOTE,Olive Leaf,LEVEL_A_DIRECT,A
Olive Tree,olive tree,NOTE,Olive Tree,LEVEL_A_DIRECT,A
Olymra plant accord,olymra plant accord,NOTE,Olymra plant accord,LEVEL_A_DIRECT,A
Onycha,onycha,NOTE,Onycha,LEVEL_A_DIRECT,A
Oolong tea,oolong tea,NOTE,Oolong tea,LEVEL_A_DIRECT,A
Operanide,operanide,NOTE,Operanide,LEVEL_A_DIRECT,A
Opium,opium,NOTE,Opium,LEVEL_A_DIRECT,A
Opoponax,opoponax,NOTE,Opoponax,LEVEL_A_DIRECT,A
Orange,orange,NOTE,Orange,LEVEL_A_DIRECT,A
Orange Blossom,orange blossom,NOTE,Orange Blossom,LEVEL_A_DIRECT,A
Orange Cassia Tree,orange cassia tree,NOTE,Orange Cassia Tree,LEVEL_A_DIRECT,A
Orange Flower Water,orange flower water,NOTE,Orange Flower Water,LEVEL_A_DIRECT,A
Orange Gelato,orange gelato,NOTE,Orange Gelato,LEVEL_A_DIRECT,A
Orange Honey,orange honey,NOTE,Orange Honey,LEVEL_A_DIRECT,A
Orange Jasmine,orange jasmine,NOTE,Orange Jasmine,LEVEL_A_DIRECT,A
Orange Leaf,orange leaf,NOTE,Orange Leaf,LEVEL_A_DIRECT,A
Orange Marmalade,orange marmalade,NOTE,Orange Marmalade,LEVEL_A_DIRECT,A
Orange Oil,orange oil,NOTE,Orange Oil,LEVEL_A_DIRECT,A
Orange Peel,orange peel,NOTE,Orange Peel,LEVEL_A_DIRECT,A
Orange Pepper,orange pepper,NOTE,Orange Pepper,LEVEL_A_DIRECT,A
Orange Soda,orange soda,NOTE,Orange Soda,LEVEL_A_DIRECT,A
Orangewood,orangewood,NOTE,Orangewood,LEVEL_A_DIRECT,A
Orbitone,orbitone,NOTE,Orbitone,LEVEL_A_DIRECT,A
Orcanox™,orcanoxtm,NOTE,Orcanox™,LEVEL_A_DIRECT,A
Orchard Blossom,orchard blossom,NOTE,Orchard Blossom,LEVEL_A_DIRECT,A
Orchid,orchid,NOTE,Orchid,LEVEL_A_DIRECT,A
Orchid Black Diamond,orchid black diamond,NOTE,Orchid Black Diamond,LEVEL_A_DIRECT,A
Orchid Cactus,orchid cactus,NOTE,Orchid Cactus,LEVEL_A_DIRECT,A
Orchid Leaf,orchid leaf,NOTE,Orchid Leaf,LEVEL_A_DIRECT,A
