note,perfume_count,occurrence_count,strict_match_status,strict_matched_term,strict_ifra_level,material_family_candidate,alias_candidate,final_auto_status
Moscow Mule,3,3,UNMATCHED,,,,,UNMATCHED
Negroni,3,3,UNMATCHED,,,,,UNMATCHED
Neoprene,3,3,UNMATCHED,,,,,UNMATCHED
Norwegian pine,3,3,UNMATCHED,,,,,UNMATCHED
Old House,3,3,UNMATCHED,,,,,UNMATCHED
Orchid Cactus,3,3,UNMATCHED,,,,,UNMATCHED
Pan de Muerto,3,3,UNMATCHED,,,,,UNMATCHED
Peanut Butter,3,3,UNMATCHED,,,,,UNMATCHED
Perfume lemon,3,3,UNMATCHED,,,,,UNMATCHED
Pisco Sour cocktal,3,3,UNMATCHED,,,,,UNMATCHED
Popsicle,3,3,UNMATCHED,,,,,UNMATCHED
Portulaca or Pigweed,3,3,UNMATCHED,,,,,UNMATCHED
Posidonia,3,3,UNMATCHED,,,,,UNMATCHED
Princess Tree or Paulownia,3,3,UNMATCHED,,,,,UNMATCHED
Purple Yam,3,3,UNMATCHED,,,,,UNMATCHED
Red Mulberry,3,3,UNMATCHED,,,,,UNMATCHED
Red Tulip,3,3,UNMATCHED,,,,,UNMATCHED
Rumex,3,3,UNMATCHED,,,,,UNMATCHED
Salted Caramel Fudge,3,3,UNMATCHED,,,,,UNMATCHED
Satinwood,3,3,UNMATCHED,,,,,UNMATCHED
Saucer Magnolia,3,3,UNMATCHED,,,,,UNMATCHED
Sauna,3,3,UNMATCHED,,,,,UNMATCHED
Seriguela,3,3,UNMATCHED,,,,,UNMATCHED
Sicilian Mandarin Blossom,3,3,UNMATCHED,,,,,UNMATCHED
Slate,3,3,UNMATCHED,,,,,UNMATCHED
Smoketree,3,3,UNMATCHED,,,,,UNMATCHED
South African Sage,3,3,UNMATCHED,,,,,UNMATCHED
Spinach,3,3,UNMATCHED,,,,,UNMATCHED
Squash,3,3,UNMATCHED,,,,,UNMATCHED
Suederal®,3,3,UNMATCHED,,,,,UNMATCHED
Sugared Almonds,3,3,UNMATCHED,,,,,UNMATCHED
Sweet Alyssum,3,3,UNMATCHED,,,,,UNMATCHED
Tennis Ball,3,3,UNMATCHED,,,,,UNMATCHED
Terranol,3,3,UNMATCHED,,,,,UNMATCHED
Tires,3,3,UNMATCHED,,,,,UNMATCHED
Tokaji Wine,3,3,UNMATCHED,,,,,UNMATCHED
TonquitoneTM,3,3,UNMATCHED,,,,,UNMATCHED
Torreya,3,3,UNMATCHED,,,,,UNMATCHED
Trat Oud,3,3,UNMATCHED,,,,,UNMATCHED
Tunisian Opium,3,3,UNMATCHED,,,,,UNMATCHED
Vanilla Bahiana,3,3,UNMATCHED,,,,,UNMATCHED
Vanilla Sauce,3,3,UNMATCHED,,,,,UNMATCHED
Veloutone,3,3,UNMATCHED,,,,,UNMATCHED
Virginian Patchouli,3,3,UNMATCHED,,,,,UNMATCHED
Walnut Milk,3,3,UNMATCHED,,,,,UNMATCHED
Wan Sao Lhong,3,3,UNMATCHED,,,,,UNMATCHED
Water Heliotrope,3,3,UNMATCHED,,,,,UNMATCHED
Wattleseed,3,3,UNMATCHED,,,,,UNMATCHED
White Dahlia,3,3,UNMATCHED,,,,,UNMATCHED
White Honeysuckle,3,3,UNMATCHED,,,,,UNMATCHED
White Mimosa Honey,3,3,UNMATCHED,,,,,UNMATCHED
White Tea Blossom,3,3,UNMATCHED,,,,,UNMATCHED
Wild carrot,3,3,UNMATCHED,,,,,UNMATCHED
Willow-Leaved,3,3,UNMATCHED,,,,,UNMATCHED
Wisteria Flower,3,3,UNMATCHED,,,,,UNMATCHED
Woodruff or Galium Odoratum,3,3,UNMATCHED,,,,,UNMATCHED
Zefir,3,3,UNMATCHED,,,,,UNMATCHED
Acetylfuran,2,2,UNMATCHED,,,,,UNMATCHED
Achillea Olympus,2,2,UNMATCHED,,,,,UNMATCHED
African Freesia Petals,2,2,UNMATCHED,,,,,UNMATCHED
Alcantara accord,2,2,UNMATCHED,,,,,UNMATCHED
Alder,2,2,UNMATCHED,,,,,UNMATCHED
Alyssum,2,2,UNMATCHED,,,,,UNMATCHED
Amberketal,2,2,UNMATCHED,,,,,UNMATCHED
Ammophila,2,2,UNMATCHED,,,,,UNMATCHED
AntilloneTM,2,2,UNMATCHED,,,,,UNMATCHED
Apple Licor,2,2,UNMATCHED,,,,,UNMATCHED
Apricot Jam,2,2,UNMATCHED,,,,,UNMATCHED
Ashberry,2,2,UNMATCHED,,,,,UNMATCHED
Aspic,2,2,UNMATCHED,,,,,UNMATCHED
Azolla,2,2,UNMATCHED,,,,,UNMATCHED
Azteca Lily,2,2,UNMATCHED,,,,,UNMATCHED
Baby’s Breath,2,2,UNMATCHED,,,,,UNMATCHED
Baking Spices,2,2,UNMATCHED,,,,,UNMATCHED
Banana Bread,2,2,UNMATCHED,,,,,UNMATCHED
Beach grass,2,2,UNMATCHED,,,,,UNMATCHED
Biscotti,2,2,UNMATCHED,,,,,UNMATCHED
Black Clover,2,2,UNMATCHED,,,,,UNMATCHED
Black Freesia,2,2,UNMATCHED,,,,,UNMATCHED
Blue Margarita,2,2,UNMATCHED,,,,,UNMATCHED
Blueberry Jam,2,2,UNMATCHED,,,,,UNMATCHED
Bottlebrushes,2,2,UNMATCHED,,,,,UNMATCHED
Brazilian Spices,2,2,UNMATCHED,,,,,UNMATCHED
Brown Scotch Tape,2,2,UNMATCHED,,,,,UNMATCHED
Bubbaloo,2,2,UNMATCHED,,,,,UNMATCHED
Buckwheat Tea,2,2,UNMATCHED,,,,,UNMATCHED
Buriti,2,2,UNMATCHED,,,,,UNMATCHED
Burning Cherry,2,2,UNMATCHED,,,,,UNMATCHED
Cachalox,2,2,UNMATCHED,,,,,UNMATCHED
Calvados Drink,2,2,UNMATCHED,,,,,UNMATCHED
Canada Balsam,2,2,UNMATCHED,,,,,UNMATCHED
Candied Flowers,2,2,UNMATCHED,,,,,UNMATCHED
Canvas,2,2,UNMATCHED,,,,,UNMATCHED
Cardamom Flower,2,2,UNMATCHED,,,,,UNMATCHED
Cassata Siciliana,2,2,UNMATCHED,,,,,UNMATCHED
Celosia,2,2,UNMATCHED,,,,,UNMATCHED
Cep,2,2,UNMATCHED,,,,,UNMATCHED
Cetonal®,2,2,UNMATCHED,,,,,UNMATCHED
Chamallow,2,2,UNMATCHED,,,,,UNMATCHED
Chaparral,2,2,UNMATCHED,,,,,UNMATCHED
Chickpeas,2,2,UNMATCHED,,,,,UNMATCHED
Chicory,2,2,UNMATCHED,,,,,UNMATCHED
Chinese Red Currant,2,2,UNMATCHED,,,,,UNMATCHED
Chinotto blossom,2,2,UNMATCHED,,,,,UNMATCHED
Chive,2,2,UNMATCHED,,,,,UNMATCHED
Chlorophyll,2,2,UNMATCHED,,,,,UNMATCHED
Chocolate Sauce,2,2,UNMATCHED,,,,,UNMATCHED
Chuan Xiong,2,2,UNMATCHED,,,,,UNMATCHED
Cinnamaldehyde,2,2,MATCH_PRINCIPAL_EXACT,Cinnamaldehyde,PRINCIPAL,,,STRICT_MATCH
Clematis,2,2,UNMATCHED,,,,,UNMATCHED
CocoapulseTM,2,2,UNMATCHED,,,,,UNMATCHED
Coffee Liqueur,2,2,UNMATCHED,,,,,UNMATCHED
Coleus,2,2,UNMATCHED,,,,,UNMATCHED
Confetti,2,2,UNMATCHED,,,,,UNMATCHED
Coral Amber,2,2,UNMATCHED,,,,,UNMATCHED
Corall Orchid,2,2,UNMATCHED,,,,,UNMATCHED
Coranol,2,2,UNMATCHED,,,,,UNMATCHED
Credit Cards,2,2,UNMATCHED,,,,,UNMATCHED
Crinum lily,2,2,UNMATCHED,,,,,UNMATCHED
Cucumber Flower,2,2,UNMATCHED,,,,,UNMATCHED
Dark Chocolate Liqueur,2,2,UNMATCHED,,,,,UNMATCHED
Dragon fruit,2,2,UNMATCHED,,,,,UNMATCHED
Eau de vie,2,2,UNMATCHED,,,,,UNMATCHED
Ethyl Vanilin,2,2,UNMATCHED,,,,,UNMATCHED
Euphorbia,2,2,UNMATCHED,,,,,UNMATCHED
Field scabious,2,2,UNMATCHED,,,,,UNMATCHED
Fig Honey,2,2,UNMATCHED,,,,,UNMATCHED
Fire Lily,2,2,UNMATCHED,,,,,UNMATCHED
French Hyacinth,2,2,UNMATCHED,,,,,UNMATCHED
Gariguette Strawberry,2,2,UNMATCHED,,,,,UNMATCHED
Gianduia,2,2,UNMATCHED,,,,,UNMATCHED
Glass,2,2,UNMATCHED,,,,,UNMATCHED
Goldenberry,2,2,UNMATCHED,,,,,UNMATCHED
Green Branches,2,2,UNMATCHED,,,,,UNMATCHED
Grisalva,2,2,UNMATCHED,,,,,UNMATCHED
Guaiac Wood Resin,2,2,UNMATCHED,,,,,UNMATCHED
Hexenyl Green,2,2,UNMATCHED,,,,,UNMATCHED
Hibiscus leaves,2,2,UNMATCHED,,,,,UNMATCHED
Hina,2,2,UNMATCHED,,,,,UNMATCHED
Hindinol,2,2,UNMATCHED,,,,,UNMATCHED
Horseweed,2,2,UNMATCHED,,,,,UNMATCHED
Incienso,2,2,UNMATCHED,,,,,UNMATCHED
Indian Mango,2,2,UNMATCHED,,,,,UNMATCHED
Indian White Pepper,2,2,UNMATCHED,,,,,UNMATCHED
Indonesian Myrrh,2,2,UNMATCHED,,,,,UNMATCHED
Instant film accord,2,2,UNMATCHED,,,,,UNMATCHED
Inula,2,2,UNMATCHED,,,,,UNMATCHED
Japanese Orchid,2,2,UNMATCHED,,,,,UNMATCHED
Japanese Pink Lotus,2,2,UNMATCHED,,,,,UNMATCHED
Jasmone,2,2,UNMATCHED,,,,,UNMATCHED
Jobs tears (Yi Yi Ren),2,2,UNMATCHED,,,,,UNMATCHED
Kanuka,2,2,UNMATCHED,,,,,UNMATCHED
Karmaflor®,2,2,UNMATCHED,,,,,UNMATCHED
Kewra,2,2,UNMATCHED,,,,,UNMATCHED
Lacquered Wood,2,2,UNMATCHED,,,,,UNMATCHED
Lady Slipper Orchid,2,2,UNMATCHED,,,,,UNMATCHED
Lesser Calamint,2,2,UNMATCHED,,,,,UNMATCHED
Licorice Flower,2,2,UNMATCHED,,,,,UNMATCHED
Limewood,2,2,UNMATCHED,,,,,UNMATCHED
Loam,2,2,UNMATCHED,,,,,UNMATCHED
Magnolia brooklynensis,2,2,UNMATCHED,,,,,UNMATCHED
Mangosteen blossom,2,2,UNMATCHED,,,,,UNMATCHED
Milky Coffee,2,2,UNMATCHED,,,,,UNMATCHED
Mimosa leaves,2,2,UNMATCHED,,,,,UNMATCHED
Mopane,2,2,UNMATCHED,,,,,UNMATCHED
Moringa Blossom,2,2,UNMATCHED,,,,,UNMATCHED
Musk Vodka,2,2,UNMATCHED,,,,,UNMATCHED
Mustard Seed,2,2,UNMATCHED,,,,,UNMATCHED
Narciussus,2,2,UNMATCHED,,,,,UNMATCHED
Nettle Blossom,2,2,UNMATCHED,,,,,UNMATCHED
Nom Maew,2,2,UNMATCHED,,,,,UNMATCHED
Nut Grass,2,2,UNMATCHED,,,,,UNMATCHED
Olibanum (Frankincense),2,2,UNMATCHED,,,,,UNMATCHED
Orchid Leaf,2,2,UNMATCHED,,,,,UNMATCHED
Osmasylk NatsublimTM,2,2,UNMATCHED,,,,,UNMATCHED
Para-Cresyl Phenyl Acetate,2,2,UNMATCHED,,,,,UNMATCHED
Paradisamide,2,2,UNMATCHED,,,,,UNMATCHED
Pastiera Napoletana,2,2,UNMATCHED,,,,,UNMATCHED
Pear Tree,2,2,UNMATCHED,,,,,UNMATCHED
Pelargonium Leaf,2,2,UNMATCHED,,,,,UNMATCHED
Pesto,2,2,UNMATCHED,,,,,UNMATCHED
Pink Flamingo Heliconia,2,2,UNMATCHED,,,,,UNMATCHED
Pink Ipê Tree,2,2,UNMATCHED,,,,,UNMATCHED
Pink Paprika,2,2,UNMATCHED,,,,,UNMATCHED
Plantain,2,2,UNMATCHED,,,,,UNMATCHED
Plastic Bag,2,2,UNMATCHED,,,,,UNMATCHED
Play-Doh,2,2,UNMATCHED,,,,,UNMATCHED
Poinsettia,2,2,UNMATCHED,,,,,UNMATCHED
Porcelain,2,2,UNMATCHED,,,,,UNMATCHED
Powder From The Moon,2,2,UNMATCHED,,,,,UNMATCHED
Purple Coneflower,2,2,UNMATCHED,,,,,UNMATCHED
"Quandong, desert peach",2,2,UNMATCHED,,,,,UNMATCHED
Quenepa,2,2,UNMATCHED,,,,,UNMATCHED
Rainbow Sorbet,2,2,UNMATCHED,,,,,UNMATCHED
Raki,2,2,UNMATCHED,,,,,UNMATCHED
Rangpur,2,2,UNMATCHED,,,,,UNMATCHED
Raspberry Macaron,2,2,UNMATCHED,,,,,UNMATCHED
Ravenala,2,2,UNMATCHED,,,,,UNMATCHED
Red Currant Blossom,2,2,UNMATCHED,,,,,UNMATCHED
Red Paprika,2,2,UNMATCHED,,,,,UNMATCHED
Red Vanill-Orchid,2,2,UNMATCHED,,,,,UNMATCHED
Red Willow,2,2,UNMATCHED,,,,,UNMATCHED
Redwood Flower,2,2,UNMATCHED,,,,,UNMATCHED
Rhodinol,2,2,MATCH_PRINCIPAL_EXACT,Rhodinol,PRINCIPAL,,,STRICT_MATCH
Romandolide®,2,2,UNMATCHED,,,,,UNMATCHED
Romanian Sage,2,2,UNMATCHED,,,,,UNMATCHED
Rose Japanese (Hamanasu),2,2,UNMATCHED,,,,,UNMATCHED
Roselle,2,2,UNMATCHED,,,,,UNMATCHED
Rosewood Leaf,2,2,UNMATCHED,,,,,UNMATCHED
Rowanberry,2,2,UNMATCHED,,,,,UNMATCHED
SP3 Carbon,2,2,UNMATCHED,,,,,UNMATCHED
Salak,2,2,UNMATCHED,,,,,UNMATCHED
Salted Butter,2,2,UNMATCHED,,,,,UNMATCHED
Salted Egg Yolk,2,2,UNMATCHED,,,,,UNMATCHED
SandaloreTM,2,2,UNMATCHED,,,,,UNMATCHED
Sauce-aroma Baijiu,2,2,UNMATCHED,,,,,UNMATCHED
Saw palmetto,2,2,UNMATCHED,,,,,UNMATCHED
Sherry,2,2,UNMATCHED,,,,,UNMATCHED
"Sideritis, Mountain Tea",2,2,UNMATCHED,,,,,UNMATCHED
Silverthorn,2,2,UNMATCHED,,,,,UNMATCHED
Siren,2,2,UNMATCHED,,,,,UNMATCHED
Snow Lotus,2,2,UNMATCHED,,,,,UNMATCHED
Sodium Silicate,2,2,UNMATCHED,,,,,UNMATCHED
Sophora Toromiro Flower,2,2,UNMATCHED,,,,,UNMATCHED
Space Ship,2,2,UNMATCHED,,,,,UNMATCHED
Speculoos,2,2,UNMATCHED,,,,,UNMATCHED
Spiked Pepper,2,2,UNMATCHED,,,,,UNMATCHED
Spiraea,2,2,UNMATCHED,,,,,UNMATCHED
Stardust,2,2,UNMATCHED,,,,,UNMATCHED
Strawberry S’mores,2,2,UNMATCHED,,,,,UNMATCHED
Sundew,2,2,UNMATCHED,,,,,UNMATCHED
Sweet Milk,2,2,UNMATCHED,,,,,UNMATCHED
T-Shirt accord,2,2,UNMATCHED,,,,,UNMATCHED
Tamanu,2,2,UNMATCHED,,,,,UNMATCHED
Tamarisk,2,2,UNMATCHED,,,,,UNMATCHED
Tamboti Wood,2,2,UNMATCHED,,,,,UNMATCHED
Tartine,2,2,UNMATCHED,,,,,UNMATCHED
Terracotta,2,2,UNMATCHED,,,,,UNMATCHED
Ti Leaf (Cordilyne),2,2,UNMATCHED,,,,,UNMATCHED
Tomato Flower,2,2,UNMATCHED,,,,,UNMATCHED
Tonalide®,2,2,UNMATCHED,,,,,UNMATCHED
Trillium,2,2,UNMATCHED,,,,,UNMATCHED
Trimofix®,2,2,UNMATCHED,,,,,UNMATCHED
Tropicalone,2,2,UNMATCHED,,,,,UNMATCHED
Tuberolide,2,2,UNMATCHED,,,,,UNMATCHED
Tumbleweed,2,2,UNMATCHED,,,,,UNMATCHED
Turpentine,2,2,UNMATCHED,,,"Turpentine oil | Turpentine oil, rectified",,CANDIDATE_ONLY
UltravanilTM,2,2,UNMATCHED,,,,,UNMATCHED
Vanilla Leaves,2,2,UNMATCHED,,,,,UNMATCHED
Verdox,2,2,UNMATCHED,,,,,UNMATCHED
Vinegar,2,2,UNMATCHED,,,,,UNMATCHED
Vinyl Guaiacol,2,2,UNMATCHED,,,,,UNMATCHED
Vitamin C,2,2,UNMATCHED,,,,,UNMATCHED
White Royal Lily,2,2,UNMATCHED,,,,,UNMATCHED
Wine must,2,2,UNMATCHED,,,,,UNMATCHED
Winter Daphne,2,2,UNMATCHED,,,,,UNMATCHED
Wrightia,2,2,UNMATCHED,,,,,UNMATCHED
Yunnan Tea,2,2,UNMATCHED,,,,,UNMATCHED
Z11TM,2,2,UNMATCHED,,,,,UNMATCHED
Zinnia,2,2,UNMATCHED,,,,,UNMATCHED
Wintermelon,1,2,UNMATCHED,,,,,UNMATCHED
Abelia,1,1,UNMATCHED,,,,,UNMATCHED
Acerola Blossom,1,1,UNMATCHED,,,,,UNMATCHED
Acronychia pedunculata,1,1,UNMATCHED,,,,,UNMATCHED
Advocaat,1,1,UNMATCHED,,,,,UNMATCHED
Akashic Acord,1,1,UNMATCHED,,,,,UNMATCHED
Akebia fruit,1,1,UNMATCHED,,,,,UNMATCHED
Albizia,1,1,UNMATCHED,,,,,UNMATCHED
Aldambre,1,1,UNMATCHED,,,,,UNMATCHED
Almaciga,1,1,UNMATCHED,,,,,UNMATCHED
Almdudler,1,1,UNMATCHED,,,,,UNMATCHED
Alpinia,1,1,UNMATCHED,,,,,UNMATCHED
Alstroemeria,1,1,UNMATCHED,,,,,UNMATCHED
Amarula,1,1,UNMATCHED,,,,,UNMATCHED
AmbreXolide,1,1,UNMATCHED,,,,,UNMATCHED
Amethyst Flower,1,1,UNMATCHED,,,,,UNMATCHED
Andiroba,1,1,UNMATCHED,,,,,UNMATCHED
Angel's Trumpet,1,1,UNMATCHED,,,,,UNMATCHED
AquafloraTM,1,1,UNMATCHED,,,,,UNMATCHED
Arbutus,1,1,UNMATCHED,,,,,UNMATCHED
Asian Clintonia,1,1,UNMATCHED,,,,,UNMATCHED
Astragalus,1,1,UNMATCHED,,,,,UNMATCHED
Australian Oud,1,1,UNMATCHED,,,,,UNMATCHED
Azarbre,1,1,UNMATCHED,,,,,UNMATCHED
Baba (Italian dessert),1,1,UNMATCHED,,,,,UNMATCHED
Bagas de Zimbro,1,1,UNMATCHED,,,,,UNMATCHED
Barnyard,1,1,UNMATCHED,,,,,UNMATCHED
Barrenwort,1,1,UNMATCHED,,,,,UNMATCHED
Batida,1,1,UNMATCHED,,,,,UNMATCHED
Beachheather,1,1,UNMATCHED,,,,,UNMATCHED
BigaraneTM,1,1,UNMATCHED,,,,,UNMATCHED
Biryani,1,1,UNMATCHED,,,,,UNMATCHED
Bisabolene,1,1,MATCH_PRINCIPAL_EXACT,Bisabolene,PRINCIPAL,,,STRICT_MATCH
Bitter melon,1,1,UNMATCHED,,,,,UNMATCHED
Black Sapote,1,1,UNMATCHED,,,,,UNMATCHED
Black locust leaf,1,1,UNMATCHED,,,,,UNMATCHED
Blue Bugle,1,1,UNMATCHED,,,,,UNMATCHED
Blue Pea Flower,1,1,UNMATCHED,,,,,UNMATCHED
Blueberry Leaf,1,1,UNMATCHED,,,,,UNMATCHED
Bohea (Wuyi Tea),1,1,UNMATCHED,,,,,UNMATCHED
Bourgeonal,1,1,UNMATCHED,,,,,UNMATCHED
Breadnut,1,1,UNMATCHED,,,,,UNMATCHED
Brick,1,1,UNMATCHED,,,,,UNMATCHED
Bulletwood Tree,1,1,UNMATCHED,,,,,UNMATCHED
Butomus umbellatus,1,1,UNMATCHED,,,,,UNMATCHED
Cabernet Grape,1,1,UNMATCHED,,,,,UNMATCHED
Cacao Absolute,1,1,MATCH_PRINCIPAL_EXACT,Cacao absolute,PRINCIPAL,,,STRICT_MATCH
Calafate,1,1,UNMATCHED,,,,,UNMATCHED
Californian Fig,1,1,UNMATCHED,,,,,UNMATCHED
Campion Flower,1,1,UNMATCHED,,,,,UNMATCHED
Candlenut,1,1,UNMATCHED,,,,,UNMATCHED
Cangzhu,1,1,UNMATCHED,,,,,UNMATCHED
Canna flower,1,1,UNMATCHED,,,,,UNMATCHED
Cannoli,1,1,UNMATCHED,,,,,UNMATCHED
Carum,1,1,UNMATCHED,,,,,UNMATCHED
Cashew Flower,1,1,UNMATCHED,,,,,UNMATCHED
Cassowary fruit,1,1,UNMATCHED,,,,,UNMATCHED
Cauliflower,1,1,UNMATCHED,,,,,UNMATCHED
Cedar Roots,1,1,UNMATCHED,,,,,UNMATCHED
Cedramber,1,1,UNMATCHED,,,,,UNMATCHED
Cereal,1,1,UNMATCHED,,,,,UNMATCHED
Ceylon Spices,1,1,UNMATCHED,,,,,UNMATCHED
Chai Hu,1,1,UNMATCHED,,,,,UNMATCHED
Chayote,1,1,UNMATCHED,,,,,UNMATCHED
Cherry Milk,1,1,UNMATCHED,,,,,UNMATCHED
Chhaang,1,1,UNMATCHED,,,,,UNMATCHED
Chia Seed,1,1,UNMATCHED,,,,,UNMATCHED
China Fruits,1,1,UNMATCHED,,,,,UNMATCHED
Chinese Apricot,1,1,UNMATCHED,,,,,UNMATCHED
Choux Pastry,1,1,UNMATCHED,,,,,UNMATCHED
Cider Apple,1,1,UNMATCHED,,,,,UNMATCHED
Citrus Japonica,1,1,UNMATCHED,,,,,UNMATCHED
Clarycet,1,1,UNMATCHED,,,,,UNMATCHED
Coal Tar Pitch,1,1,UNMATCHED,,,,,UNMATCHED
Coriander iandaldehydes,1,1,UNMATCHED,,,,,UNMATCHED
CosmofruitTM (IFF),1,1,UNMATCHED,,,,,UNMATCHED
Count's Fruit,1,1,UNMATCHED,,,,,UNMATCHED
Crimson Fruits,1,1,UNMATCHED,,,,,UNMATCHED
Crustaceans,1,1,UNMATCHED,,,,,UNMATCHED
Crystalfizz,1,1,UNMATCHED,,,,,UNMATCHED
Culantro,1,1,UNMATCHED,,,,,UNMATCHED
Curcuma (Turmeric),1,1,UNMATCHED,,,,,UNMATCHED
Cyclopidene,1,1,UNMATCHED,,,,,UNMATCHED
Cyperus Scariosus,1,1,UNMATCHED,,,,,UNMATCHED
Czech Christmas Cookies (Linecké),1,1,UNMATCHED,,,,,UNMATCHED
Damiana,1,1,UNMATCHED,,,,,UNMATCHED
Danish pastry,1,1,UNMATCHED,,,,,UNMATCHED
Dartanol®,1,1,UNMATCHED,,,,,UNMATCHED
Ditax wood,1,1,UNMATCHED,,,,,UNMATCHED
Diving Suit,1,1,UNMATCHED,,,,,UNMATCHED
Dodecanal,1,1,UNMATCHED,,,,,UNMATCHED
Dogwood Blossom,1,1,UNMATCHED,,,,,UNMATCHED
Dorayaki,1,1,UNMATCHED,,,,,UNMATCHED
Dove tree,1,1,UNMATCHED,,,,,UNMATCHED
Dragibus,1,1,UNMATCHED,,,,,UNMATCHED
Duck Poo Oolong (Ya Shi Xiang),1,1,UNMATCHED,,,,,UNMATCHED
Ducke,1,1,UNMATCHED,,,,,UNMATCHED
Earth Tincture,1,1,UNMATCHED,,,,,UNMATCHED
Eustoma | Lisianthus,1,1,UNMATCHED,,,,,UNMATCHED
Factor X,1,1,UNMATCHED,,,,,UNMATCHED
False Cypress,1,1,UNMATCHED,,,,,UNMATCHED
Fermented tea,1,1,UNMATCHED,,,,,UNMATCHED
Filbertone,1,1,UNMATCHED,,,,,UNMATCHED
Flamingo flower,1,1,UNMATCHED,,,,,UNMATCHED
Flamingo flower (Anthurium),1,1,UNMATCHED,,,,,UNMATCHED
Floratta DNA,1,1,UNMATCHED,,,,,UNMATCHED
Flower Prism,1,1,UNMATCHED,,,,,UNMATCHED
Flowering Gourd,1,1,UNMATCHED,,,,,UNMATCHED
Fo Ti (Ho Shou Wu),1,1,UNMATCHED,,,,,UNMATCHED
Fougassette,1,1,UNMATCHED,,,,,UNMATCHED
Fringed Pink,1,1,UNMATCHED,,,,,UNMATCHED
FrostwoodTM,1,1,UNMATCHED,,,,,UNMATCHED
Gaharu Buaya,1,1,UNMATCHED,,,,,UNMATCHED
Gajumaru Banyan,1,1,UNMATCHED,,,,,UNMATCHED
Gelatin,1,1,UNMATCHED,,,,,UNMATCHED
Genipapo,1,1,UNMATCHED,,,,,UNMATCHED
Georgian Apricot,1,1,UNMATCHED,,,,,UNMATCHED
Geranium macrorrhizum (Zdravetz),1,1,UNMATCHED,,,,,UNMATCHED
Ghost Pepper,1,1,UNMATCHED,,,,,UNMATCHED
Gingergrass,1,1,UNMATCHED,,,Gingergrass oil,,CANDIDATE_ONLY
Goat Hair,1,1,UNMATCHED,,,,,UNMATCHED
Goldwasser,1,1,UNMATCHED,,,,,UNMATCHED
Grapefruit Soda,1,1,UNMATCHED,,,,,UNMATCHED
Grease,1,1,UNMATCHED,,,,,UNMATCHED
Great Burnet,1,1,UNMATCHED,,,,,UNMATCHED
Green Banana,1,1,UNMATCHED,,,,,UNMATCHED
Green Orchid,1,1,UNMATCHED,,,,,UNMATCHED
Green Pepper,1,1,UNMATCHED,,,,,UNMATCHED
Grevillea,1,1,UNMATCHED,,,,,UNMATCHED
Gromwell,1,1,UNMATCHED,,,,,UNMATCHED
Guao or Maiden Plum,1,1,UNMATCHED,,,,,UNMATCHED
Guinea Pepper,1,1,UNMATCHED,,,,,UNMATCHED
Gun Smoke,1,1,UNMATCHED,,,,,UNMATCHED
Gustavia Flower,1,1,UNMATCHED,,,,,UNMATCHED
Gyokuro Tea,1,1,UNMATCHED,,,,,UNMATCHED
Génépi,1,1,UNMATCHED,,,,,UNMATCHED
Hair Pomade,1,1,UNMATCHED,,,,,UNMATCHED
Ham,1,1,UNMATCHED,,,,,UNMATCHED
Hamanasu,1,1,UNMATCHED,,,,,UNMATCHED
Hawaiian Fruits,1,1,UNMATCHED,,,,,UNMATCHED
Hi-Fi,1,1,UNMATCHED,,,,,UNMATCHED
Himalayan Geranium,1,1,UNMATCHED,,,,,UNMATCHED
Horsepower,1,1,UNMATCHED,,,,,UNMATCHED
Huang Lian,1,1,UNMATCHED,,,,,UNMATCHED
Ice Wine,1,1,UNMATCHED,,,,,UNMATCHED
Inkstick,1,1,UNMATCHED,,,,,UNMATCHED
Isabella Grape,1,1,UNMATCHED,,,,,UNMATCHED
Jambu,1,1,UNMATCHED,,,Jambu oleoresin,,CANDIDATE_ONLY
Japanese Bamboo Leaf,1,1,UNMATCHED,,,,,UNMATCHED
Japanese Gardenia,1,1,UNMATCHED,,,,,UNMATCHED
Jarana Flower,1,1,UNMATCHED,,,,,UNMATCHED
Jin Xuan tea leaves,1,1,UNMATCHED,,,,,UNMATCHED
Kabosu,1,1,UNMATCHED,,,,,UNMATCHED
Kaempferia Galanga,1,1,UNMATCHED,,,Kaempferia galanga root CO2 extract,,CANDIDATE_ONLY
Kava Drink,1,1,UNMATCHED,,,,,UNMATCHED
Keemun Tea,1,1,UNMATCHED,,,,,UNMATCHED
Kenya Rosewood,1,1,UNMATCHED,,,,,UNMATCHED
Kiwi Jam,1,1,UNMATCHED,,,,,UNMATCHED
Kombucha,1,1,UNMATCHED,,,,,UNMATCHED
Kowhai,1,1,UNMATCHED,,,,,UNMATCHED
Kunafa,1,1,UNMATCHED,,,,,UNMATCHED
Lace,1,1,UNMATCHED,,,,,UNMATCHED
Lamduan Flower,1,1,UNMATCHED,,,,,UNMATCHED
Laurissilva Forest,1,1,UNMATCHED,,,,,UNMATCHED
Ledum,1,1,UNMATCHED,,,,,UNMATCHED
Limnophila aromatica,1,1,UNMATCHED,,,,,UNMATCHED
Lishan Tea,1,1,UNMATCHED,,,,,UNMATCHED
Little Doll Strawberry,1,1,UNMATCHED,,,,,UNMATCHED
Lollipop,1,1,UNMATCHED,,,,,UNMATCHED
MELBATONE Melbaton,1,1,UNMATCHED,,,,,UNMATCHED
